record,recordLabel,roleLabel,nameString,nameLabel
https://catalog.digital-scriptorium.org/entity/Q73156,Spanish antiphonary (DS17821),Former owner,"Wolfman, Wm",
https://catalog.digital-scriptorium.org/entity/Q73195,"Frossart, Chroniques (DS17834)",Author,"Froissart, Jean, 1338?-1410?",
https://catalog.digital-scriptorium.org/entity/Q73198,"Frossart, Chroniques (DS17835)",Author,"Froissart, Jean, 1338?-1410?",
https://catalog.digital-scriptorium.org/entity/Q73663,The fall of princes (DS17990),Author,"Lydgate, John, 1370?-1451?",
https://catalog.digital-scriptorium.org/entity/Q73672,Account book (DS17993),Author,Mantiga family,
https://catalog.digital-scriptorium.org/entity/Q73681,"De xij mĩabilib[ue] veñli sacmẽti, s̃mo frĩs ... (DS17996)",Author,"Michael, Benedictine monk",
https://catalog.digital-scriptorium.org/entity/Q73687,The regiment of princes] / (DS17998),Author,"Hoccleve, Thomas, 1370?-1450?",
https://catalog.digital-scriptorium.org/entity/Q73729,Roman ceremonials (DS18012),Former owner,"Ferrici, Petrus, -1478?",
https://catalog.digital-scriptorium.org/entity/Q73819,"Certified account rendered for vellum, ink and paper; furnished to the office of the King's advocate at Toulouse from St. Martin's day 1485 to October 1486] / (DS18042)",Author,"Simon, ""marchant parcheminier""",
https://catalog.digital-scriptorium.org/entity/Q74233,Pius episcopus seruus seruorum dei illustri mahumeti principi turchorum timorem diuini nominis et amorem (DS18180),Former owner,A.G.T,
https://catalog.digital-scriptorium.org/entity/Q74233,Pius episcopus seruus seruorum dei illustri mahumeti principi turchorum timorem diuini nominis et amorem (DS18180),Former owner,C.B,
https://catalog.digital-scriptorium.org/entity/Q74239,De horis canonicis (DS18182),Author,"Paul, of Cologne",
https://catalog.digital-scriptorium.org/entity/Q74344,Les questions problematiques damoure nouuellement traduictes de prose en riyme (DS18217),Author,"Marion, Jehan, -1580?",
https://catalog.digital-scriptorium.org/entity/Q74491,Compositione / (DS18266),Artist,"Vidal, active 16th century",
https://catalog.digital-scriptorium.org/entity/Q74494,Book of magical charms (DS18267),Former owner,"Grosvenor, Richard",
https://catalog.digital-scriptorium.org/entity/Q74506,Account book of taxes paid to the Royal Treasury in Cuzco for the year 1591 (DS18271),Author,Peru (Viceroyalty). Real Caja de Cuzco,
https://catalog.digital-scriptorium.org/entity/Q74530,Testamento cerrado de Franco. Cavallero; abierto en Panamá en 26 de junio de 1556 (DS18279),Author,"Cavallero, Francisco",
https://catalog.digital-scriptorium.org/entity/Q74536,Power of attorney; to Teresa de Ribera (DS18281),Author,"Chaves, Melchor de",
https://catalog.digital-scriptorium.org/entity/Q74539,Power of attorney; to Diego and Pedro Jiménez de Enciso (DS18282),Author,"Jiménez de Enciso, Andrés",
https://catalog.digital-scriptorium.org/entity/Q74716,Sententiae liber I fragment] / (DS18341),Former owner,"Magby, H",
https://catalog.digital-scriptorium.org/entity/Q74758,Genealogy of the Gens Spinoli] / (DS18355),Author,"Rocca, Antonio",
https://catalog.digital-scriptorium.org/entity/Q74785,Delitiae Italiae (DS18364),Former owner,"Riederer, Georg Wilhelm",
https://catalog.digital-scriptorium.org/entity/Q20802,Expositio super orationem dominicam (Exposition on Sunday oration); Expositio super salutationem angelicam (Exposition on the annunciation) (DS4434),Author,Gulielmus Herlyacensis?,
https://catalog.digital-scriptorium.org/entity/Q21267,Treatise on the construction of an astrolabe (DS4589),Author,John of Seville ?,
https://catalog.digital-scriptorium.org/entity/Q82112,Catholican (DS20129),Author,Iohannes de Ianna,
https://catalog.digital-scriptorium.org/entity/Q13284,Kitāb Tuḥfat al-adīb fī al-radd ʻalá ahl al-ṣalīb / (DS2323),Author,"Turmeda, Anselm, 1352-1432?",
https://catalog.digital-scriptorium.org/entity/Q13293,al-Qaṣīdah al-mubārakah (DS2326),Author,"Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd, 1213?-1296?",
https://catalog.digital-scriptorium.org/entity/Q13401,Maqāmāt-i Ḥarīrī (DS2362),Scribe,"Khalīlī, Muḥammad ibn ʻAbd al-Raḥmān",
https://catalog.digital-scriptorium.org/entity/Q13443,Maṣābīḥ al-sunnah (DS2376),Author,"Baghawī, al-Ḥusayn ibn Masʻūd, -1117?",
https://catalog.digital-scriptorium.org/entity/Q13446,al-Juzʼ al-awwal min al-Maṣābīḥ / (DS2377),Author,"Baghawī, al-Ḥusayn ibn Masʻūd, -1117?",
https://catalog.digital-scriptorium.org/entity/Q13524,Hādhā Kitāb Bulūgh al-murād ʻalá Bānat Suʻād / (DS2403),Scribe,"Mallawī, ʻAbd al-Karīm Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q13557,Mukhtaṣar sharḥ al-Sujāʻī ʻalá qaṣīdat Imruʼ al-Qays ibn Ḥujr al-Kindī (DS2414),Author,"Sujāʻī, Aḥmad ibn Aḥmad, -1783?",
https://catalog.digital-scriptorium.org/entity/Q13557,Mukhtaṣar sharḥ al-Sujāʻī ʻalá qaṣīdat Imruʼ al-Qays ibn Ḥujr al-Kindī (DS2414),Scribe,"Rashīdī, Aḥmad ʻArafah ibn Aḥmad ʻArafah",
https://catalog.digital-scriptorium.org/entity/Q13572,Hādhā Kitāb Dīwān mukhtārāt shuʻarāʼ al-ʻArab (DS2419),Scribe,"Khūjah, Muḥammad Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q13578,Hādhā Sharḥ yusammá bi-al-Bahjah al-sanīyah ʻalá al-qaṣīdah al-musammāh bi-al-Zaynabīyah / (DS2421),Author,ʻAlī ibn al-Muqrī,
https://catalog.digital-scriptorium.org/entity/Q13578,Hādhā Sharḥ yusammá bi-al-Bahjah al-sanīyah ʻalá al-qaṣīdah al-musammāh bi-al-Zaynabīyah / (DS2421),Scribe,"Wāʻiẓ, Muḥammad ibn Salāmah",
https://catalog.digital-scriptorium.org/entity/Q13590,Dīwān / (DS2425),Scribe,Ibn al-Maqrūn,
https://catalog.digital-scriptorium.org/entity/Q13593,Dīwān (DS2426),Scribe,"Marṣafī, Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13596,al-Aḍwā' al-bahijah fī ibrāz daqāʼiq al-Munfarijah (DS2427),Scribe,"Khilāf, Muḥammad ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13602,Dīwān (DS2429),Scribe,"Marṣafī, Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13602,Dīwān (DS2429),Author,"Ṭughrāʼī, al-Ḥusayn ibn ʻAlī, 1061 or 1062-1121?",
https://catalog.digital-scriptorium.org/entity/Q13626,Hādhā Sharḥ al-Khamrīyah naẓm Abī Ḥafẓ ʻUmar ibn al-Fāriḍ / (DS2437),Scribe,"Fāwī, Muḥammad Ibrāhīm",
https://catalog.digital-scriptorium.org/entity/Q13626,Hādhā Sharḥ al-Khamrīyah naẓm Abī Ḥafẓ ʻUmar ibn al-Fāriḍ / (DS2437),Author,"Sukkarī, ʻAbd al-Tawwāb",
https://catalog.digital-scriptorium.org/entity/Q13668,Dīwān (DS2451),Scribe,"Badār al-Ṣaghīr, ʻAlī ibn Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q13638,Sharḥ al-Burdah wa-iʻrābuhā / (DS2441),Scribe,"Farḥūlī, Muḥammad ibn Aḥmad ibn Muḥammad ibn Makīn",
https://catalog.digital-scriptorium.org/entity/Q13644,Kitāb Mashāriq al-anwār al-muḍīyah fī sharḥ al-Kawākib al-durrīyah / (DS2443),Scribe,"Nūsī, Ṣāliḥ",
https://catalog.digital-scriptorium.org/entity/Q13653,Kitāb Sharḥ al-Hamzīyah / (DS2446),Scribe,"Bulūkbāshī, Rajab ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13683,al-Jazl al-muʻtamad al-mufīd (DS2456),Scribe,"Sammān, Muḥammad ibn ʻAbd al-Raḥmān",
https://catalog.digital-scriptorium.org/entity/Q13701,Kitāb Izālat al-ʻubūs ʻan Qaṣīdat Ibn ʻArūs (DS2462),Scribe,"Miṣrī, Ḥasanayn ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13704,al-Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam (DS2463),Author,"Ḥamīdī, ʻAbd al-Raḥmān ibn Aḥmad ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q13704,al-Durr al-munaẓẓam fī madḥ al-ḥabīb al-aʻẓam (DS2463),Scribe,"Anbābī, Manṣūr",
https://catalog.digital-scriptorium.org/entity/Q13710,Dīwān (DS2465),Scribe,"Ḥarīrī, Rajab ibn Ḥijāzī",
https://catalog.digital-scriptorium.org/entity/Q13728,Dīwān (DS2471),Scribe,"Binhādī, Ḥ̣asan ibn Sulaymān",
https://catalog.digital-scriptorium.org/entity/Q13779,Hādhā Dīwān Abī al-Safā ibn Abī al-Wafā al-ʻIrāqī (DS2488),Author,"ʻIrāqī, Abū al-Ṣafāʼ ibn Abī al-Wafāʼ",
https://catalog.digital-scriptorium.org/entity/Q13782,Kitāb al-Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah (DS2489),Author,"Ṣafawī, Ḥusayn ibn Abī al-Suʻūd",
https://catalog.digital-scriptorium.org/entity/Q13782,Kitāb al-Nawāfiḥ al-ʻiṭrīyah wa-al-lawāqiḥ al-fiṭrīyah al-mushtamilah ʻalá al-nafaḥāt al-sirrīyah wa-madāʼiḥ Khayr al-Barīyah (DS2489),Scribe,"Dimyāṭī, Muḥammad ibn Bakīr",
https://catalog.digital-scriptorium.org/entity/Q13791,Hādhā Takhmīs ʻalá Qaṣīdat ʻAbd Allāh al-Shabrāwī (DS2492),Author,"Bakhātī, ʻAbd al-Fattāḥ",
https://catalog.digital-scriptorium.org/entity/Q13794,Majmuʻat qaṣāʼid / (DS2493),Scribe,"Khaṭīb, Muḥyī al-Dīn ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q13797,al-Taḥdīth ʻan nāzilat al-ḥadīth (DS2494),Author,"Anbābī, Yūsuf ibn Badr al-Dīn",
https://catalog.digital-scriptorium.org/entity/Q13800,Hādhihi Qaṣīdat al-marḥūm al-Ḥājj Aḥmad al-Kabbāshī (DS2495),Author,"Kabbāshī, Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q13854,Hādhā Kitāb Mufīd al-ʻulūm wa-mubīd al-humūm / (DS2513),Author,"Khuwarizmī, Jamāl al-Dīn Abu Bakr",
https://catalog.digital-scriptorium.org/entity/Q13857,Kitāb Yatīmat al-dahr fī maḥāsin ahl al-ʻaṣr / (DS2514),Scribe,"ʻAfīfī, Muṣṭafá ibn Muḥammad ibn Sulaymān",
https://catalog.digital-scriptorium.org/entity/Q13899,Kitāb Yatīmat al-dahr (DS2528),Author,Abū al-Ḥusayn ibn Aḥmad,
https://catalog.digital-scriptorium.org/entity/Q13914,Kitāb al-Mukhtār fī maḥāsin al-ashʻār wa-nawādir al-akhbār (DS2533),Author,"Arīnī, Muḥammad ibn Najm",
https://catalog.digital-scriptorium.org/entity/Q13920,Kitāb al-Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah (DS2535),Scribe,"Ḥusaynī, Muḥammad ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13920,Kitāb al-Riyāḍ al-anīqah fī al-nikāt wa-al-ashʻār al-raqīqah (DS2535),Author,Aḥmad ibn Shāhīn,
https://catalog.digital-scriptorium.org/entity/Q13926,Kitāb Ṭirāz al-ḥullah fī salṭanat al-qullah / (DS2537),Author,"Nashshār, Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q13929,Majmūʻah laṭīfah tashtamilu ʻalá sajʻ fāyiq wa-naẓm rāyiq wa-akhbār wa-ghurar asmār / (DS2538),Scribe,"Miṣrī, Ḥasanayn ibn Muḥammad ibn Muṣṭafá",
https://catalog.digital-scriptorium.org/entity/Q14013,Hādhā Kitāb fī sharḥ ʻAwāmil ... (DS2566),Author,Tūrūjī,
https://catalog.digital-scriptorium.org/entity/Q14073,Mūsáʹzādah ʻalá al-Jāmī wa-ʻIṣmat (DS2586),Author,Mūsáʹzādah,
https://catalog.digital-scriptorium.org/entity/Q14124,Ḥāshiyat al-Sujāʻī ʻalá Sharḥ Ibn ʻAqīl (DS2603),Author,"Sujāʻī, Aḥmad ibn Aḥmad, -1783?",
https://catalog.digital-scriptorium.org/entity/Q14130,Sharḥ al-Khulāṣah / (DS2605),Scribe,"Ḥusaynī, Muḥammad ibn ʻAbd al-ʻAzīz",
https://catalog.digital-scriptorium.org/entity/Q14148,Sharḥ Ḥasan Pāshah ʻalá al-Marāḥ (DS2611),Scribe,Ḥamzah ibn Ibrāhīm,
https://catalog.digital-scriptorium.org/entity/Q14151,Hādhā Kitāb Dunqūz (DS2612),Scribe,Muḥammad ibn ʻAbd al-Karīm,
https://catalog.digital-scriptorium.org/entity/Q14178,Hādhā Kitāb Sharḥ ʻAwāmil jadīd / (DS2621),Author,"Qūsh Aṭası, ʻIṣmat Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q14184,Natāʼij al-afkār fī sharḥ Iẓhār al-asrār (DS2623),Scribe,Muḥammad Shākir ibn Kāmilī Ismāʻīl,
https://catalog.digital-scriptorium.org/entity/Q14199,Ḥāshiyah ʻalá Sharḥ al-Risālah al-Sharṭīyah (DS2628),Author,"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774?",
https://catalog.digital-scriptorium.org/entity/Q14214,Hādhā majmūʻ fī ʻilm al-ʻarūḍ fīhi min al-shurūḥ wa-al-rasāyil (DS2633),Scribe,"Qabbānī, Abū al-Ḥasan ibn Abī al-Yusr",
https://catalog.digital-scriptorium.org/entity/Q14220,Kitāb Nubdhah / (DS2635),Scribe,Sulaymān ibn Muḥammad ibn Hānī,
https://catalog.digital-scriptorium.org/entity/Q14226,Hādhā Sharḥ laṭīf ʻalá Manẓūmat al-ʻAllāmah al-Shabrāmallisī fī ʻilm al-ʻarūḍ / (DS2637),Author,"Damallījī, ʻAbd Allāh ibn ʻAlī ibn ʻAbd al-Raḥmān ibn Suwaydān",
https://catalog.digital-scriptorium.org/entity/Q14229,Hādhā Kitāb al-ʻAqīdah al-Darwīshīyah fī taḥrīr al-sabʻah funūn al-adabīyah / (DS2638),Author,"Barallusī, Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q14232,Kitāb yusammá al-ʻAqīdah al-Darwīshīyah fī taḥrīr al-sabʻ funūn al-adabīyah / (DS2639),Author,"Barallusī, Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q14244,al-Muṭawwal (DS2643),Scribe,"Baḥrī, Aḥmad ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q14271,Ḥāshiyat Mīrzā Jān ʻalá Ḥāshiyat al-Khiṭāʼī ʻalá al-Mukhtaṣar al-maʻānī (DS2652),Author,"Mīrzā Jān, Ḥabīb Allāh, -1586?",
https://catalog.digital-scriptorium.org/entity/Q14277,Sharḥ shawāhid al-Muṭawwal wa-al-Mukhtaṣar] ... [etc. (DS2654),Scribe,"Mulāzim, ʻAbd al-Ḥalīm ibn Rajab",
https://catalog.digital-scriptorium.org/entity/Q14283,Kitāb al-Shifāʼī bi-badīʻ al-iktifā / (DS2656),Scribe,"Kastamūnī, ʻAbd al-Raḥmān",
https://catalog.digital-scriptorium.org/entity/Q14298,Badīʻīyah / (DS2661),Author,"Ḥamīdī, ʻAbd al-Raḥmān ibn Aḥmad ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q14316,Hādhā al-Kitāb Dhikr mulūk Ḥimyar / (DS2667),Author,"Nashwān ibn Saʻīd al-Ḥimyarī, -1178?",
https://catalog.digital-scriptorium.org/entity/Q14340,Kitāb Nuzʹhat al-nāẓirīn fī tārīkh man waliya Miṣr min al-khulafāʼ wa-al-salāṭīn / (DS2675),Scribe,"Shirbīnī, Aḥmad ibn ʻUmar Ḥamīd",
https://catalog.digital-scriptorium.org/entity/Q14343,Nisbah sharīfah wa-risālah munīfah tashtamilu ʻalá dhikr nasab al-Jarākisah min Quraysh (DS2676),Scribe,"Shabāsī, Ibrāhīm",
https://catalog.digital-scriptorium.org/entity/Q14355,Kitāb al-Durr al-manẓūm fī-mā warada fī Miṣr min mawjūd wa-maʻdūm / (DS2680),Author,"Ḥamawī, ʻAlī ibn Dāwūd",
https://catalog.digital-scriptorium.org/entity/Q14445,Hādhā Sharḥ ʻalá Qiṣṣat al-miʻrāj lil-Shaykh Najm al-Dīn al-Ghayṭī (DS2710),Scribe,"Dunūshahrī, Muḥammad ibn Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q14448,Kitāb al-Nūr al-wahhāj fī al-kalām ʻalá al-isrāʼ wa-al-miʻrāj / (DS2711),Scribe,"Turūḥī, ʻĀmir ibn ʻĀmir",
https://catalog.digital-scriptorium.org/entity/Q14478,al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah / (DS2721),Author,"Ṣaffūrī, ʻAlī ibn ʻAbd al-Raḥmān",
https://catalog.digital-scriptorium.org/entity/Q14481,al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah / (DS2722),Author,"Ṣaffūrī, ʻAlī ibn ʻAbd al-Raḥmān",
https://catalog.digital-scriptorium.org/entity/Q14481,al-Maḥāsin al-mujtamaʻah fī faḍl faḍāyil al-khulafāʼ al-arbaʻah / (DS2722),Scribe,ʻAlī Dhīb ibn Muḥammad,
https://catalog.digital-scriptorium.org/entity/Q14523,Risālah fī faḍāʼil ahl al-bayt / (DS2736),Author,"Amīr, ʻAlī ibn Ibrāhīm",
https://catalog.digital-scriptorium.org/entity/Q14538,Akhbār Miṣr wa-mā khaṣṣahā Allāh bi-hi min al-faḍl wa-al-barakāt wa-al-khayrāt (DS2741),Author,"Kindī, ʻAmr ibn al-ʻĀṣ",
https://catalog.digital-scriptorium.org/entity/Q14559,Kitāb al-Majālis (DS2748),Author,"Ḥanafī, Zayn al-Dīn Maḥmūd",
https://catalog.digital-scriptorium.org/entity/Q14571,Hādhihi Risālah laṭīfah fī taḥwīl al-muʻāmalah (DS2752),Author,"ʻAshmāwī, Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q14592,al-Farāyid al-Burhānīyah fī taḥqīq al-Fawāyid al-Fanārīyah (DS2759),Author,"Bulghārī, Burhān al-Dīn ibn Kamāl al-Dīn",
https://catalog.digital-scriptorium.org/entity/Q14604,Sharḥ Īsāghūjī al-jadīd / (DS2763),Author,"Fārisī, Dāwūd",
https://catalog.digital-scriptorium.org/entity/Q14652,Durr al-naẓīm (DS2779),Scribe,"Badawī, Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q14757,Hādhihi Risālah mushtamilah ʻalá mabādiʼ iḥdā wa-ʻishrīn ʻilm min al-ʻulūm al-nāfiʻah / (DS2814),Author,"Damallījī, ʻAbd Allāh ibn ʻAlī ibn ʻAbd al-Raḥmān ibn Suwaydān",
https://catalog.digital-scriptorium.org/entity/Q14787,al-Kitāb al-mabsūṭ (DS2824),Author,"Samarqandī, Muḥammad ibn Maḥmūd",
https://catalog.digital-scriptorium.org/entity/Q14838,Hādhā Kit[ā]b Rawḍat al-ʻāshiqīn wa-zahrat al-ṭ[ā]libīn / (DS2841),Author,"Ḥamūnī, Aḥmad al-Ḥanīf",
https://catalog.digital-scriptorium.org/entity/Q14844,Kitāb Zubdat al-bayān fī [rusūm] maṣāḥif ʻUthmān / (DS2843),Author,"Kirmānī, Muḥammad ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q14859,al-Juzʼ al-thānī min Kitāb al-Tibyān fī tafsīr al-Qurʼān / (DS2848),Author,"Ṭūsī, Muḥammad ibn al-Ḥasan, 995-1067?",
https://catalog.digital-scriptorium.org/entity/Q14877,Anwār al-tanzīl wa-asrār al-taʼwīl (DS2854),Scribe,"Jābir ibn Ibrāhīm, active 16th century",
https://catalog.digital-scriptorium.org/entity/Q14889,Risālah fī tafsīr qawlihi taʻālá satajidūna ākhirīn yurīdūna an yaʼmanūkum ilakh (DS2858),Author,"Hindī, ʻAlīm Allāh",
https://catalog.digital-scriptorium.org/entity/Q15021,Tafsīr gharīb al-Jāmiʻ al-ṣaghīr (DS2902),Scribe,"Maḥallī, Aḥmad ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q15102,Ḥāwiyat al-ṣalāḥ li-man arāda al-najāḥ / (DS2929),Author,"Qamrāwī, ʻAbd Allāh ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q15144,Sanad (DS2943),Author,"Adhraʻī, Abū Bakr ibn Aḥmad",
https://catalog.digital-scriptorium.org/entity/Q15162,Hādhā Rawḍ al-mustarīḥ bi-sharḥ Gharāmī ṣaḥīḥ / (DS2949),Scribe,"Makkī, Muḥammad, active 18th century?",
https://catalog.digital-scriptorium.org/entity/Q15162,Hādhā Rawḍ al-mustarīḥ bi-sharḥ Gharāmī ṣaḥīḥ / (DS2949),Author,"Baltājī, Muḥammad ibn ʻAlī Qāsim",
https://catalog.digital-scriptorium.org/entity/Q15219,Taḥrīm ziyārat al-qubūr (DS2968),Author,"Kurdī, Yūsuf ibn Yaʻqūb",
https://catalog.digital-scriptorium.org/entity/Q15240,al-Manẓūmah al-Nasafīyah fī al-khilāfīyāt (DS2975),Scribe,"Ibn Abī Ṭālib, ʻAlī ibn Maḥmūd, active 13th century?",
https://catalog.digital-scriptorium.org/entity/Q15249,Sharḥ Mukhtaṣar al-Muntahá fī al-uṣūl (DS2978),Author,"Ījī, ʻAḍud al-Dīn ʻAbd al-Raḥmān ibn Aḥmad, -1355?",
https://catalog.digital-scriptorium.org/entity/Q15267,al-Juzʼ al-awwal min al-fawāʼid al-sanīyah fī sharḥ al-Alfīyah al-uṣūlīyah / (DS2984),Scribe,"Diyārbakrī, Aḥmad ibn ʻUthmān, active 15th century?",
https://catalog.digital-scriptorium.org/entity/Q15279,Kitāb ʻUyūn al-madhāhib fī khilāfāt al-amṣār / (DS2988),Author,Abū Ṭāhir al-Samarqandī,
https://catalog.digital-scriptorium.org/entity/Q15291,Kitāb Khizānat al-fiqh ʻalá madhhab al-Imām al-aʻẓam Abī Ḥanīfah al-Nuʻmān ibn al-Thābit / (DS2992),Author,"Abū al-Layth al-Samarqandī, Naṣr ibn Muḥammad, -983?",
https://catalog.digital-scriptorium.org/entity/Q15297,Kitāb Sharḥ al-Jāmiʻ al-ṣaghīr (DS2994),Scribe,"Muḥammad ibn Ḥasan, active 15th century",
https://catalog.digital-scriptorium.org/entity/Q15303,Majmaʻ al-baḥrayn (DS2996),Scribe,"Ladrāwī, ʻAbd al-Karīm ibn Muḥammad, active 14th century?",
https://catalog.digital-scriptorium.org/entity/Q15363,Iṣlāḥ al-isfār ʻan wujūh baʻḍ mukhaddarāt al-Durr al-mukhtār / (DS3016),Author,"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774?",
https://catalog.digital-scriptorium.org/entity/Q15378,al-Juzʼ al-rābiʻ min Sharḥ Kitāb al-Durrah al-bahīyah fī al-masāyil al-fiqhīyah / (DS3021),Author,"Sakhāwī, Muḥammad ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q15402,Naẓm al-Ghāyah al-musammá bi-al-Kifāyah (DS3029),Scribe,"Māridīnī, Aḥmad ibn ʻUmar, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q15504,al-Juzʼ al-thālith min Sharḥ al-Muḥarrar / (DS3063),Author,Ṣafī al-Dīn ʻAbd al-Muʼmin,
https://catalog.digital-scriptorium.org/entity/Q15534,Manāsik al-ḥajj / (DS3073),Scribe,"Ḥawāṣilī, Sayyid ibn ʻAlī",
https://catalog.digital-scriptorium.org/entity/Q15555,Kashf al-lithām ʻan wujūh mukhdarāt al-Ṣinf al-awwal min dhawī al-arḥām / (DS3080),Author,"Jabartī, Ḥasan ibn Ibrāhīm, 1698 or 1699-1774?",
https://catalog.digital-scriptorium.org/entity/Q15567,Text on Islamic ethics (DS3084),Author,Ḥarīmī,
https://catalog.digital-scriptorium.org/entity/Q15597,al-Taṣānīf fī iṣṭilāḥ ahl al-athar ... [etc (DS3094),Scribe,"Māridīnī, Aḥmad ibn ʻUmar, active 19th century",
https://catalog.digital-scriptorium.org/entity/Q15639,Collection of Arabic texts on Islamic inheritance law (DS3108),Scribe,"Ibn Darwīsh, Ibrāhīm ibn Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q15651,al-Laṭāyif al-nūrīyah fī al-minaḥ al-Damanhūrīyah (DS3112),Scribe,"Manūfī, ʻĀmir Muḥammad",
https://catalog.digital-scriptorium.org/entity/Q15672,Hādhihi ijāzat al-ʻalālim al-ʻallāmah al-Shaykh Aḥmad al-Ṣabbāgh al-Sikandarī (DS3119),Author,"Ṣabbāgh, Aḥmad ibn Muṣṭafá, -1749?",
https://catalog.digital-scriptorium.org/entity/Q12996,De consuetudinibus et conditionibus orientalium regionum] / (DS2227),Author,"Polo, Marco, 1254-1323?",
https://catalog.digital-scriptorium.org/entity/Q13032,Qaṣīdah ... [etc (DS2239),Scribe,Muḥammad ibn Salāmah ibn ʻAbd al-Khāliq,
https://catalog.digital-scriptorium.org/entity/Q13131,Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī ... [etc (DS2272),Scribe,"Makkī, ʻAbd al-Qādir ibn Sulaymān",
https://catalog.digital-scriptorium.org/entity/Q13131,Kitāb al-Kāfī fī ʻilmay al-arūḍ wa-al-qawāfī ... [etc (DS2272),Scribe,"Fayyūmī, Aḥmad ibn Shaʻbān",
https://catalog.digital-scriptorium.org/entity/Q13179,Sharḥ al-Risālah al-ʻAḍudīyah] ... [etc (DS2288),Scribe,"Aḥmad ibn Muḥammad, active 18th century?",
https://catalog.digital-scriptorium.org/entity/Q13149,Ādāb al-baḥth] ... [etc (DS2278),Scribe,"Darwīsh, ʻAlī, active 17th century",
https://catalog.digital-scriptorium.org/entity/Q77690,Hilkhot sheḥiṭah / (DS18655),Author,Shemuʼel,
https://catalog.digital-scriptorium.org/entity/Q77897,Igeret; el Shelomoh Kluger] / (DS18724),Author,"Sheyndl, the wife of Yosef Yeruḥam Fishel ben Henshin",
https://catalog.digital-scriptorium.org/entity/Q79424,Ḳinah le-shivʻah bene ḥanah; laḥan eleh ezkerah / (DS19233),Author,Yitsḥaḳ,
https://catalog.digital-scriptorium.org/entity/Q79466,"Sidur le-yamim noraʼim, sukot ṿe-ʹsimḥat torah; ʻim kaṿanot ha-Ari (DS19247)",Author,Prayer books,
https://catalog.digital-scriptorium.org/entity/Q79532,El ḥay yashmiʻah lanu / (DS19269),Author,Avraham,
https://catalog.digital-scriptorium.org/entity/Q79697,Pizmon; ʻal minui ha-moreh tsedeḳ Avraham Tsevi ba-ʻir Ioannina / (DS19324),Author,"Shemuʼel, Shelomoh",
https://catalog.digital-scriptorium.org/entity/Q79994,Liturgical collection from the Jewish community of Yemen [manuscript (DS19423),Author,Jews,
https://catalog.digital-scriptorium.org/entity/Q79997,Ḥazaniya [manuscript (DS19424),Author,Jews,
https://catalog.digital-scriptorium.org/entity/Q80048,Sefer Tefillah le-Hoshana Raba (DS19441),Author,Jews,
https://catalog.digital-scriptorium.org/entity/Q80051,Sefirat ha-omer (DS19442),Author,Jews,
https://catalog.digital-scriptorium.org/entity/Q80378,Synagogue absenteeism [manuscript (DS19551),Author,"Jewish community of unidentified city, Italy",
https://catalog.digital-scriptorium.org/entity/Q80522,Hilkhot shabat / (DS19599),Author,Shemuʼel.̣,
https://catalog.digital-scriptorium.org/entity/Q80624,Derashot; mi-turkya (DS19633),Author,Moskatel,
